transaction_id,transaction_date,customer_id,product_id,quantity,transaction_unit_price,amount,transaction_channel,campaign_id,calc_amount,amount_diff,amount_calc,amount_category,full_name,gender,age,segment,city,province,join_date,product_name,category,brand,product_price,cost,campaign_name,campaign_channel,start_date,end_date,month,region,spend,impressions,clicks,conversions,sales_target,year,month_num,year_month,cost_total,gross_profit,profit_margin,is_campaign
T142317,2023-07-19,C102258,P1055,1,961800.0,961800.0,Mobile,CAM221,961800.0,-43.0,961800.0,Exact,Customer 2258,Male,73,Silver,Surakarta,Central Java,2022-04-14,Product 55,Insurance,Premium,957000.0,877700.0,Campaign 21,Search,2023-11-24,2024-05-08,2023-07-01,Java,,,,,,2023,7,2023-07,877700.0,84100.0,0.08744021626117696,True
T142318,2023-08-13,C100100,P1133,1,322900.0,322900.0,Mobile,No Campaign,322900.0,4.0,322900.0,Exact,Customer 100,Male,57,Bronze,Banjarmasin,Kalimantan,2022-11-29,Product 133,Insurance,Business,322500.0,705900.0,,,,,2023-08-01,Kalimantan,92733224.0,1815087802.0,179947853.0,20653321.0,478581600.0,2023,8,2023-08,705900.0,-383000.0,-1.1861257355218333,False
T142319,2024-08-03,C100455,P1063,5,2132000.0,10660000.0,Mobile,CAM221,10660000.0,-32.0,10660000.0,Exact,Customer 455,Male,48,Bronze,Pekanbaru,Sumatra,2020-08-13,Product 63,Deposits,Premium,1769900.0,1287700.0,Campaign 21,Search,2023-11-24,2024-05-08,2024-08-01,Sumatra,85191194.0,2444940060.0,248756883.0,10609202.0,703709353.0,2024,8,2024-08,6438500.0,9372300.0,0.39601313320825515,True
T142320,2023-07-11,C101070,P1106,2,545300.0,1090600.0,Call Center,No Campaign,1090600.0,41.0,1090600.0,Exact,Customer 1070,Male,27,Silver,Medan,Sumatra,2021-03-09,Product 106,Cards,Premium,433800.0,132100.0,,,,,2023-07-01,Sumatra,255575003.0,7500811039.0,791381167.0,111594679.0,81273762.0,2023,7,2023-07,264200.0,958500.0,0.7577480286081056,False
T142321,2024-06-05,C102327,P1143,1,426300.0,426300.0,Mobile,No Campaign,426300.0,14.0,426300.0,Exact,Customer 2327,Male,22,Priority,Pekanbaru,Sumatra,2023-05-04,Product 143,Insurance,Standard,361300.0,558500.0,,,,,2024-06-01,Sumatra,89603027.0,2005422689.0,113386145.0,10769798.0,255344178.0,2024,6,2024-06,558500.0,-132200.0,-0.3101102509969505,False
T142322,2023-09-03,C100321,P1079,1,985100.0,985100.0,Mobile,CAM232,985100.0,-42.0,985100.0,Exact,Customer 321,Female,74,Silver,Medan,Sumatra,2020-10-20,Product 79,Wealth,Standard,882500.0,389400.0,Campaign 32,Social,2024-03-25,2024-07-09,2023-09-01,Sumatra,116567644.0,3090128630.0,252036885.0,29059949.0,279173975.0,2023,9,2023-09,389400.0,595700.0,0.6047101817074408,True
T142323,2024-02-16,C101419,P1015,2,3342000.0,6684000.0,Mobile,No Campaign,6684000.0,87.0,6684000.0,Exact,Customer 1419,Female,69,Gold,Jakarta,Jakarta,2023-06-13,Product 15,Cards,Premium,3004600.0,1283500.0,,,,,2024-02-01,Jakarta,190381906.0,5348695567.0,669624674.0,111676686.0,175622735.0,2024,2,2024-02,2567000.0,5400500.0,0.6159485338120886,False
T142324,2024-06-07,C100708,P1137,2,5771100.0,11542200.0,Branch,CAM212,11542200.0,87.0,11542200.0,Exact,Customer 708,Male,51,Bronze,Jakarta,Jakarta,2021-12-03,Product 137,Payments,Standard,4796100.0,65700.0,Campaign 12,Display,2023-04-08,2023-09-07,2024-06-01,Jakarta,87113556.0,2248081386.0,80614452.0,7761914.0,262104567.0,2024,6,2024-06,131400.0,11476500.0,0.9886156885169205,True
T142325,2024-07-09,C101344,P1093,4,4886900.0,19547600.0,Call Center,No Campaign,19547600.0,-3.0,19547600.0,Exact,Customer 1344,Female,27,Silver,Tegal,Central Java,2022-10-22,Product 93,Payments,Premium,4269000.0,1678600.0,,,,,2024-07-01,Java,,,,,,2024,7,2024-07,6714400.0,17869000.0,0.6565102621293663,False
T142326,2024-09-12,C100076,P1136,1,3885100.0,3885100.0,Internet,CAM229,3885100.0,-24.0,3885100.0,Exact,Customer 76,Female,60,Bronze,Jakarta,Jakarta,2021-11-08,Product 136,Insurance,Business,4538100.0,77600.0,Campaign 29,Affiliate,2024-01-08,2024-04-26,2024-09-01,Jakarta,99642335.0,2941623190.0,202626134.0,13097986.0,249879224.0,2024,9,2024-09,77600.0,3807500.0,0.9800262541504723,True
T142327,2023-12-15,C101126,P1003,4,1025000.0,4100000.0,Mobile,CAM234,4100000.0,-179.0,4100000.0,Exact,Customer 1126,Male,28,Silver,Medan,Sumatra,2023-08-09,Product 3,Deposits,Standard,903000.0,761900.0,Campaign 34,Social,2024-10-08,2025-03-12,2023-12-01,Sumatra,229059263.0,5568946685.0,432952678.0,42653294.0,371267149.0,2023,12,2023-12,3047600.0,3338100.0,0.2566829268292683,True
T142328,2023-03-31,C101031,P1100,2,2986500.0,5973000.0,Internet,CAM209,5973000.0,70.0,5973000.0,Exact,Customer 1031,Female,22,Silver,Bogor,West Java,2021-11-05,Product 100,Deposits,Standard,3845300.0,639700.0,Campaign 9,Search,2024-09-15,2025-01-28,2023-03-01,Java,,,,,,2023,3,2023-03,1279400.0,5333300.0,0.7858027791729449,True
T142329,2024-04-06,C101658,P1006,1,421400.0,421400.0,Call Center,No Campaign,421400.0,5.0,421400.0,Exact,Customer 1658,Male,42,Silver,Surakarta,Central Java,2023-03-26,Product 6,Wealth,Standard,522500.0,1039600.0,,,,,2024-04-01,Java,,,,,,2024,4,2024-04,1039600.0,-618200.0,-1.467014712861889,False
T142330,2023-10-19,C101810,P1038,2,493300.0,986600.0,Mobile,CAM239,986600.0,-36.0,986600.0,Exact,Customer 1810,Female,21,Silver,Jakarta,Jakarta,2021-08-08,Product 38,Insurance,Business,439700.0,249100.0,Campaign 39,Email,2023-04-29,2023-08-31,2023-10-01,Jakarta,142323196.0,2646154234.0,202014981.0,24592784.0,71081903.0,2023,10,2023-10,498200.0,737500.0,0.49503344820595985,True
T142331,2023-10-18,C101773,P1006,1,392200.0,392200.0,Mobile,CAM221,392200.0,29.0,392200.0,Exact,Customer 1773,Female,26,Bronze,Manado,Sulawesi,2023-06-23,Product 6,Wealth,Standard,522500.0,1039600.0,Campaign 21,Search,2023-11-24,2024-05-08,2023-10-01,Sulawesi,146866560.0,3644446151.0,181058688.0,21685103.0,120813756.0,2023,10,2023-10,1039600.0,-647400.0,-1.65068842427333,True
T142332,2024-01-04,C102971,P1133,1,394500.0,394500.0,Mobile,CAM225,394500.0,-45.0,394500.0,Exact,Customer 2971,Male,61,Bronze,Jakarta,Jakarta,2023-09-05,Product 133,Insurance,Business,322500.0,705900.0,Campaign 25,Display,2024-08-28,2024-12-05,2024-01-01,Jakarta,172051699.0,3656793497.0,351013936.0,29700542.0,424354266.0,2024,1,2024-01,705900.0,-311400.0,-0.7893536121673004,True
T142333,2023-09-21,C102736,P1129,1,3716300.0,3716300.0,Branch,No Campaign,3716300.0,43.0,3716300.0,Exact,Customer 2736,Female,34,Bronze,Semarang,Central Java,2020-07-31,Product 129,Wealth,Business,3770700.0,839700.0,,,,,2023-09-01,Java,,,,,,2023,9,2023-09,839700.0,2876600.0,0.7740494577940424,False
T142334,2023-09-29,C100817,P1074,4,3011100.0,12044400.0,Mobile,No Campaign,12044400.0,-179.0,12044400.0,Exact,Customer 817,Male,27,Gold,Cimahi,West Java,2020-06-18,Product 74,Cards,Premium,2321000.0,1360500.0,,,,,2023-09-01,Java,,,,,,2023,9,2023-09,5442000.0,10683900.0,0.5481717644714557,False
T142335,2023-03-10,C101889,P1087,1,3278700.0,3278700.0,Mobile,CAM238,3278700.0,41.0,3278700.0,Exact,Customer 1889,Female,55,Bronze,Bekasi,West Java,2023-08-07,Product 87,Cards,Premium,3030200.0,379500.0,Campaign 38,Social,2023-04-06,2023-07-22,2023-03-01,Java,,,,,,2023,3,2023-03,379500.0,2899200.0,0.8842529051148321,True
T142336,2023-05-24,C102577,P1124,3,2827800.0,8483400.0,Agent,CAM202,8483400.0,2.0,8483400.0,Exact,Customer 2577,Female,59,Silver,Pekanbaru,Sumatra,2023-10-23,Product 124,Insurance,Business,3102800.0,1766800.0,Campaign 2,Search,2024-09-10,2025-01-19,2023-05-01,Sumatra,122142002.0,2313490071.0,62072718.0,5692843.0,526199093.0,2023,5,2023-05,5300400.0,6716600.0,0.3752033382841785,True
T142337,2023-02-25,C100009,P1069,1,1506200.0,1506200.0,Mobile,CAM221,1506200.0,45.0,1506200.0,Exact,Customer 9,Female,74,Gold,Bogor,West Java,2023-12-01,Product 69,Payments,Standard,1988600.0,286700.0,Campaign 21,Search,2023-11-24,2024-05-08,2023-02-01,Java,,,,,,2023,2,2023-02,286700.0,1219500.0,0.8096534324790864,True
T142338,2024-07-06,C100577,P1050,5,3165800.0,15829000.0,Agent,No Campaign,15829000.0,-109.0,15829000.0,Exact,Customer 577,Female,61,Bronze,Tegal,Central Java,2021-10-19,Product 50,Loans,Standard,2807000.0,785800.0,,,,,2024-07-01,Java,,,,,,2024,7,2024-07,3929000.0,15043200.0,0.7517846989702445,False
T142339,2023-03-18,C102056,P1051,1,643800.0,643800.0,Internet,CAM230,643800.0,-26.0,643800.0,Exact,Customer 2056,Male,34,Silver,Serang,Banten,2023-05-06,Product 51,Deposits,Business,710700.0,1535900.0,Campaign 30,Search,2023-10-12,2024-03-10,2023-03-01,Java,,,,,,2023,3,2023-03,1535900.0,-892100.0,-1.3856787822305063,True
T142340,2024-06-03,C101662,P1053,3,1938200.0,5814600.0,Mobile,CAM216,5814600.0,129.0,5814600.0,Exact,Customer 1662,Female,26,Bronze,Denpasar,Bali,2020-10-01,Product 53,Loans,Premium,2489700.0,1404800.0,Campaign 16,Social,2023-09-07,2024-02-09,2024-06-01,Bali,172525200.0,4398542313.0,333463630.0,34695076.0,620019963.0,2024,6,2024-06,4214400.0,4409800.0,0.27520379733773603,True
T142341,2023-11-06,C101775,P1039,3,3093900.0,9281700.0,Mobile,CAM231,9281700.0,-1.0,9281700.0,Exact,Customer 1775,Male,66,Priority,Makassar,Sulawesi,2021-01-25,Product 39,Cards,Premium,3416300.0,815400.0,Campaign 31,Social,2024-06-04,2024-10-12,2023-11-01,Sulawesi,87354764.0,1616512190.0,107840192.0,9905023.0,454661537.0,2023,11,2023-11,2446200.0,8466300.0,0.7364491418597886,True
T142342,2023-03-31,C101689,P1014,5,1249800.0,6249000.0,Branch,CAM232,6249000.0,-126.0,6249000.0,Exact,Customer 1689,Female,35,Silver,Denpasar,Bali,2020-08-13,Product 14,Deposits,Business,1734600.0,1550500.0,Campaign 32,Social,2024-03-25,2024-07-09,2023-03-01,Bali,120830731.0,3198646519.0,77637758.0,9645993.0,323304453.0,2023,3,2023-03,7752500.0,4698500.0,-0.2405984957593215,True
T142343,2024-01-11,C102438,P1006,1,664000.0,664000.0,Mobile,CAM231,664000.0,4.0,664000.0,Exact,Customer 2438,Female,29,Gold,Jakarta,Jakarta,2023-08-19,Product 6,Wealth,Standard,522500.0,1039600.0,Campaign 31,Social,2024-06-04,2024-10-12,2024-01-01,Jakarta,172051699.0,3656793497.0,351013936.0,29700542.0,424354266.0,2024,1,2024-01,1039600.0,-375600.0,-0.5656626506024096,True
T142344,2023-07-13,C100115,P1089,5,272400.0,1362000.0,Mobile,No Campaign,1362000.0,122.0,1362000.0,Exact,Customer 115,Female,41,Silver,Semarang,Central Java,2021-07-18,Product 89,Insurance,Standard,261800.0,1166200.0,,,,,2023-07-01,Java,,,,,,2023,7,2023-07,5831000.0,195800.0,-3.2812041116005872,False
T142345,2024-08-05,C101063,P1057,1,2268500.0,2268500.0,Mobile,CAM230,2268500.0,-29.0,2268500.0,Exact,Customer 1063,Male,27,Silver,Pekanbaru,Sumatra,2022-10-23,Product 57,Insurance,Premium,1756600.0,352800.0,Campaign 30,Search,2023-10-12,2024-03-10,2024-08-01,Sumatra,85191194.0,2444940060.0,248756883.0,10609202.0,703709353.0,2024,8,2024-08,352800.0,1915700.0,0.8444787304386159,True
T142346,2023-12-03,C101380,P1033,3,2560400.0,7681200.0,Mobile,CAM239,7681200.0,-97.0,7681200.0,Exact,Customer 1380,Male,36,Bronze,Surakarta,Central Java,2020-03-19,Product 33,Insurance,Business,2987900.0,1319200.0,Campaign 39,Email,2023-04-29,2023-08-31,2023-12-01,Java,,,,,,2023,12,2023-12,3957600.0,6362000.0,0.48476800499921885,True
T142347,2024-05-20,C102658,P1074,3,2204800.0,6614400.0,Internet,No Campaign,6614400.0,9.0,6614400.0,Exact,Customer 2658,Male,34,Silver,Tangerang,Banten,2023-02-17,Product 74,Cards,Premium,2321000.0,1360500.0,,,,,2024-05-01,Java,,,,,,2024,5,2024-05,4081500.0,5253900.0,0.38293722786647316,False
T142348,2023-04-18,C101818,P1054,3,2763500.0,8290500.0,Mobile,No Campaign,8290500.0,86.0,8290500.0,Exact,Customer 1818,Female,47,Bronze,Bogor,West Java,2021-09-24,Product 54,Wealth,Standard,3184800.0,696400.0,,,,,2023-04-01,Java,,,,,,2023,4,2023-04,2089200.0,7594100.0,0.7480007237199204,False
T142349,2024-08-29,C102021,P1024,2,4091400.0,8182800.0,Internet,CAM224,8182800.0,40.0,8182800.0,Exact,Customer 2021,Female,38,Priority,Jakarta,Jakarta,2020-11-04,Product 24,Cards,Premium,3820300.0,1696200.0,Campaign 24,Email,2023-01-23,2023-07-14,2024-08-01,Jakarta,76253846.0,2338961093.0,117802000.0,7034696.0,274564418.0,2024,8,2024-08,3392400.0,6486600.0,0.5854230825634257,True
T142350,2024-05-25,C102786,P1075,2,1749100.0,3498200.0,Mobile,CAM230,3498200.0,-14.0,3498200.0,Exact,Customer 2786,Female,70,Gold,Bogor,West Java,2021-02-20,Product 75,Insurance,Business,1405400.0,1322500.0,Campaign 30,Search,2023-10-12,2024-03-10,2024-05-01,Java,,,,,,2024,5,2024-05,2645000.0,2175700.0,0.24389686124292492,True
T142351,2023-11-17,C102165,P1096,3,5212400.0,15637200.0,Branch,CAM230,15637200.0,13.0,15637200.0,Exact,Customer 2165,Female,29,Bronze,Surabaya,East Java,2021-07-16,Product 96,Deposits,Standard,4266800.0,60700.0,Campaign 30,Search,2023-10-12,2024-03-10,2023-11-01,Java,,,,,,2023,11,2023-11,182100.0,15576500.0,0.9883546926559742,True
T142352,2024-04-20,C100070,P1041,1,3939400.0,3939400.0,Mobile,No Campaign,3939400.0,11.0,3939400.0,Exact,Customer 70,Female,47,Silver,Pontianak,Kalimantan,2022-07-30,Product 41,Loans,Premium,3644800.0,1700300.0,,,,,2024-04-01,Kalimantan,256372368.0,7627919793.0,607993343.0,51822119.0,272679722.0,2024,4,2024-04,1700300.0,2239100.0,0.5683860486368483,False
T142353,2023-10-13,C100677,P1121,2,1535500.0,3071000.0,Mobile,No Campaign,3071000.0,9.0,3071000.0,Exact,Customer 677,Male,51,Bronze,Bogor,West Java,2023-04-28,Product 121,Loans,Business,1809500.0,54800.0,,,,,2023-10-01,Java,,,,,,2023,10,2023-10,109600.0,3016200.0,0.9643112992510583,False
T142354,2023-12-17,C101683,P1127,3,5707900.0,17123700.0,Internet,CAM201,17123700.0,38.0,17123700.0,Exact,Customer 1683,Female,44,Priority,Jakarta,Jakarta,2021-11-14,Product 127,Loans,Business,4742100.0,995200.0,Campaign 1,Email,2024-07-27,2024-09-12,2023-12-01,Jakarta,179972705.0,3208090669.0,238529367.0,20565684.0,100194789.0,2023,12,2023-12,2985600.0,16128500.0,0.8256451584645842,True
T142355,2023-09-02,C100881,P1136,1,3815100.0,3815100.0,Branch,No Campaign,3815100.0,-34.0,3815100.0,Exact,Customer 881,Female,43,Priority,Madiun,East Java,2021-03-01,Product 136,Insurance,Business,4538100.0,77600.0,,,,,2023-09-01,Java,,,,,,2023,9,2023-09,77600.0,3737500.0,0.9796597730072606,False
T142356,2024-08-09,C100476,P1013,2,1060700.0,2121400.0,Mobile,CAM225,2121400.0,-80.0,2121400.0,Exact,Customer 476,Male,33,Bronze,Bekasi,West Java,2020-05-18,Product 13,Deposits,Business,1073000.0,1288500.0,Campaign 25,Display,2024-08-28,2024-12-05,2024-08-01,Java,,,,,,2024,8,2024-08,2577000.0,832900.0,-0.21476383520316772,True
T142357,2023-12-28,C100437,P1090,1,5376900.0,5376900.0,Branch,No Campaign,5376900.0,-18.0,5376900.0,Exact,Customer 437,Female,36,Bronze,Malang,East Java,2020-08-11,Product 90,Payments,Premium,4999500.0,1053800.0,,,,,2023-12-01,Java,,,,,,2023,12,2023-12,1053800.0,4323100.0,0.8040134650077182,False
T142358,2023-12-02,C101877,P1136,1,3194200.0,3194200.0,Internet,No Campaign,3194200.0,-46.0,3194200.0,Exact,Customer 1877,Male,40,Silver,Medan,Sumatra,2020-02-14,Product 136,Insurance,Business,4538100.0,77600.0,,,,,2023-12-01,Sumatra,229059263.0,5568946685.0,432952678.0,42653294.0,371267149.0,2023,12,2023-12,77600.0,3116600.0,0.9757059670653059,False
T142359,2024-10-10,C100148,P1107,1,4961700.0,4961700.0,Branch,No Campaign,4961700.0,41.0,4961700.0,Exact,Customer 148,Male,47,Bronze,Semarang,Central Java,2020-05-29,Product 107,Cards,Standard,4036100.0,1669700.0,,,,,2024-10-01,Java,,,,,,2024,10,2024-10,1669700.0,3292000.0,0.6634822742205293,False
T142360,2023-08-10,C102281,P1108,2,816400.0,1632800.0,Mobile,No Campaign,1632800.0,19.0,1632800.0,Exact,Customer 2281,Male,52,Bronze,Denpasar,Bali,2023-03-12,Product 108,Cards,Premium,740000.0,109400.0,,,,,2023-08-01,Bali,212783905.0,5545446958.0,560891589.0,57153645.0,463500005.0,2023,8,2023-08,218800.0,1523400.0,0.8659970602645762,False
T142361,2024-12-16,C100068,P1110,2,5189800.0,10379600.0,Internet,No Campaign,10379600.0,-51.0,10379600.0,Exact,Customer 68,Male,25,Bronze,Madiun,East Java,2022-03-24,Product 110,Loans,Business,4412400.0,641900.0,,,,,2024-12-01,Java,,,,,,2024,12,2024-12,1283800.0,9737700.0,0.8763150795791745,False
T142362,2024-03-13,C102215,P1102,1,376000.0,376000.0,Mobile,CAM218,376000.0,43.0,376000.0,Exact,Customer 2215,Male,58,Silver,Cimahi,West Java,2023-09-01,Product 102,Wealth,Business,295400.0,1365000.0,Campaign 18,Display,2023-09-29,2023-12-31,2024-03-01,Java,,,,,,2024,3,2024-03,1365000.0,-989000.0,-2.63031914893617,True
T142363,2024-07-26,C101460,P1065,3,264200.0,792600.0,Branch,No Campaign,792600.0,52.0,792600.0,Exact,Customer 1460,Male,66,Silver,Tegal,Central Java,2023-02-26,Product 65,Deposits,Standard,262300.0,1760800.0,,,,,2024-07-01,Java,,,,,,2024,7,2024-07,5282400.0,-968200.0,-5.664647993943982,False
T142364,2024-03-23,C101454,P1099,1,234000.0,234000.0,Mobile,No Campaign,234000.0,-39.0,234000.0,Exact,Customer 1454,Male,32,Silver,Jakarta,Jakarta,2020-09-21,Product 99,Loans,Standard,226900.0,1798500.0,,,,,2024-03-01,Jakarta,238638388.0,6304786113.0,421365202.0,49703871.0,263676584.0,2024,3,2024-03,1798500.0,-1564500.0,-6.685897435897436,False
T142365,2023-09-19,C102287,P1122,4,1310600.0,5242400.0,Mobile,No Campaign,5242400.0,46.0,5242400.0,Exact,Customer 2287,Male,23,Silver,Bogor,West Java,2021-03-25,Product 122,Insurance,Premium,1215800.0,550700.0,,,,,2023-09-01,Java,,,,,,2023,9,2023-09,2202800.0,4691700.0,0.5798107736914391,False
T142366,2023-10-28,C102794,P1057,2,2270300.0,4540600.0,Branch,CAM225,4540600.0,-10.0,4540600.0,Exact,Customer 2794,Male,45,Bronze,Pekanbaru,Sumatra,2020-02-02,Product 57,Insurance,Premium,1756600.0,352800.0,Campaign 25,Display,2024-08-28,2024-12-05,2023-10-01,Sumatra,133724489.0,2628727202.0,265622905.0,36527244.0,132037996.0,2023,10,2023-10,705600.0,4187800.0,0.8446020349733515,True
T142367,2024-07-30,C102613,P1073,2,3239500.0,6479000.0,Mobile,CAM213,6479000.0,-94.0,6479000.0,Exact,Customer 2613,Female,52,Bronze,Surakarta,Central Java,2023-01-09,Product 73,Loans,Business,4190100.0,1754600.0,Campaign 13,Social,2023-07-10,2023-12-22,2024-07-01,Java,,,,,,2024,7,2024-07,3509200.0,4724400.0,0.4583732057416268,True
T142368,2024-07-02,C101056,P1051,1,862400.0,862400.0,Internet,CAM227,862400.0,6482513.0,862400.0,Very Over,Customer 1056,Female,55,Priority,Bogor,West Java,2021-10-18,Product 51,Deposits,Business,710700.0,1535900.0,Campaign 27,Social,2023-09-02,2024-02-04,2024-07-01,Java,,,,,,2024,7,2024-07,1535900.0,-673500.0,-0.7809601113172542,True
T142369,2023-08-22,C102544,P1100,4,4242900.0,16971600.0,Internet,No Campaign,16971600.0,197.0,16971600.0,Exact,Customer 2544,Male,46,Silver,Jakarta,Jakarta,2022-09-09,Product 100,Deposits,Standard,3845300.0,639700.0,,,,,2023-08-01,Jakarta,183558068.0,3906051326.0,217108994.0,25286469.0,259621315.0,2023,8,2023-08,2558800.0,16331900.0,0.8492304791534092,False
T142370,2023-07-20,C101871,P1021,1,4835000.0,4835000.0,Internet,CAM201,4835000.0,-14.0,4835000.0,Exact,Customer 1871,Male,31,Bronze,Yogyakarta,Yogyakarta,2023-10-01,Product 21,Cards,Standard,4053700.0,1314400.0,Campaign 1,Email,2024-07-27,2024-09-12,2023-07-01,Java,,,,,,2023,7,2023-07,1314400.0,3520600.0,0.7281489141675285,True
T142371,2024-02-05,C100068,P1004,2,3573400.0,7146800.0,Mobile,No Campaign,7146800.0,-63.0,7146800.0,Exact,Customer 68,Male,25,Bronze,Madiun,East Java,2022-03-24,Product 4,Cards,Premium,4110100.0,948800.0,,,,,2024-02-01,Java,,,,,,2024,2,2024-02,1897600.0,6198000.0,0.7344825656237757,False
T142372,2024-09-05,C101686,P1109,2,2418300.0,4836600.0,Agent,No Campaign,4836600.0,-86.0,4836600.0,Exact,Customer 1686,Female,21,Bronze,Jakarta,Jakarta,2022-03-03,Product 109,Loans,Premium,2122400.0,1313500.0,,,,,2024-09-01,Jakarta,99642335.0,2941623190.0,202626134.0,13097986.0,249879224.0,2024,9,2024-09,2627000.0,3523100.0,0.456849853202663,False
T142373,2023-04-20,C102101,P1063,2,2027200.0,4054400.0,Agent,No Campaign,4054400.0,-95.0,4054400.0,Exact,Customer 2101,Female,32,Bronze,Medan,Sumatra,2022-03-02,Product 63,Deposits,Premium,1769900.0,1287700.0,,,,,2023-04-01,Sumatra,59378534.0,2031002038.0,77773375.0,11734044.0,502096269.0,2023,4,2023-04,2575400.0,2766700.0,0.3647888713496448,False
T142374,2024-07-15,C101794,P1056,1,70500.0,70500.0,Agent,No Campaign,70500.0,46.0,70500.0,Exact,Customer 1794,Male,63,Bronze,Pontianak,Kalimantan,2022-08-21,Product 56,Payments,Premium,93900.0,303800.0,,,,,2024-07-01,Kalimantan,162774374.0,3802127910.0,304497959.0,37467306.0,301292400.0,2024,7,2024-07,303800.0,-233300.0,-3.309219858156028,False
T142375,2024-05-22,C102989,P1105,3,2649800.0,7949400.0,Internet,CAM210,7949400.0,12.0,7949400.0,Exact,Customer 2989,Female,62,Bronze,Yogyakarta,Yogyakarta,2023-12-14,Product 105,Cards,Business,3473100.0,664400.0,Campaign 10,Social,2023-12-03,2024-05-12,2024-05-01,Java,,,,,,2024,5,2024-05,1993200.0,7285000.0,0.7492640954034266,True
T142376,2024-11-02,C100817,P1015,2,2161400.0,4322800.0,Internet,CAM234,4322800.0,62.0,4322800.0,Exact,Customer 817,Male,27,Gold,Cimahi,West Java,2020-06-18,Product 15,Cards,Premium,3004600.0,1283500.0,Campaign 34,Social,2024-10-08,2025-03-12,2024-11-01,Java,,,,,,2024,11,2024-11,2567000.0,3039300.0,0.40617192560377535,True
T142377,2023-07-30,C100770,P1123,2,1026800.0,2053600.0,Internet,No Campaign,2053600.0,76.0,2053600.0,Exact,Customer 770,Male,29,Silver,Medan,Sumatra,2023-11-05,Product 123,Insurance,Business,1260000.0,763300.0,,,,,2023-07-01,Sumatra,255575003.0,7500811039.0,791381167.0,111594679.0,81273762.0,2023,7,2023-07,1526600.0,1290300.0,0.25662251655629137,False
T142378,2024-05-13,C102409,P1039,1,3331100.0,3331100.0,Internet,CAM211,3331100.0,-1.0,3331100.0,Exact,Customer 2409,Male,28,Silver,Manado,Sulawesi,2023-09-03,Product 39,Cards,Premium,3416300.0,815400.0,Campaign 11,Search,2023-02-01,2023-04-15,2024-05-01,Sulawesi,204375102.0,5563508040.0,598197719.0,39180571.0,226589895.0,2024,5,2024-05,815400.0,2515700.0,0.7552159947164601,True
T142379,2024-10-18,C102306,P1072,3,1298400.0,3895200.0,Branch,No Campaign,3895200.0,-127.0,3895200.0,Exact,Customer 2306,Male,51,Gold,Serang,Banten,2023-06-10,Product 72,Deposits,Business,1280900.0,1864000.0,,,,,2024-10-01,Java,,,,,,2024,10,2024-10,5592000.0,2031200.0,-0.43561306223043744,False
T142380,2023-07-08,C102701,P1092,2,358800.0,717600.0,Branch,CAM238,717600.0,53.0,717600.0,Exact,Customer 2701,Female,70,Silver,Pontianak,Kalimantan,2022-09-02,Product 92,Loans,Business,354600.0,981700.0,Campaign 38,Social,2023-04-06,2023-07-22,2023-07-01,Kalimantan,155433005.0,3965399599.0,339966383.0,44647131.0,725264782.0,2023,7,2023-07,1963400.0,-264100.0,-1.7360646599777034,True
T142381,2023-07-04,C101823,P1028,5,5100600.0,25503000.0,Branch,No Campaign,25503000.0,244.0,25503000.0,Exact,Customer 1823,Female,59,Bronze,Serang,Banten,2023-10-20,Product 28,Wealth,Standard,4918400.0,1514000.0,,,,,2023-07-01,Java,,,,,,2023,7,2023-07,7570000.0,23989000.0,0.7031721758224523,False
T142382,2023-11-09,C102909,P1104,2,2751800.0,5503600.0,Call Center,CAM204,5503600.0,-96.0,5503600.0,Exact,Customer 2909,Male,48,Bronze,Jakarta,Jakarta,2021-06-18,Product 104,Deposits,Premium,2599500.0,898600.0,Campaign 4,Search,2023-10-28,2024-02-16,2023-11-01,Jakarta,179837105.0,3752931080.0,430620562.0,36157331.0,53611599.0,2023,11,2023-11,1797200.0,4605000.0,0.6734501053855658,True
T142383,2024-03-29,C102607,P1035,1,975400.0,975400.0,Mobile,No Campaign,975400.0,30.0,975400.0,Exact,Customer 2607,Male,73,Silver,Pekanbaru,Sumatra,2021-02-15,Product 35,Loans,Premium,1347500.0,1150100.0,,,,,2024-03-01,Sumatra,308738581.0,9439300674.0,651351798.0,64040023.0,443890495.0,2024,3,2024-03,1150100.0,-174700.0,-0.1791060077916752,False
T142384,2023-09-06,C102231,P1079,1,845700.0,845700.0,Internet,CAM237,845700.0,40.0,845700.0,Exact,Customer 2231,Male,20,Priority,Denpasar,Bali,2021-05-17,Product 79,Wealth,Standard,882500.0,389400.0,Campaign 37,Social,2023-05-16,2023-11-02,2023-09-01,Bali,121004418.0,3159937895.0,293434734.0,29053659.0,112600296.0,2023,9,2023-09,389400.0,456300.0,0.5395530329904221,True
T142385,2024-11-03,C102373,P1100,2,4414400.0,8828800.0,Mobile,CAM229,8828800.0,10.0,8828800.0,Exact,Customer 2373,Male,20,Silver,Semarang,Central Java,2021-04-02,Product 100,Deposits,Standard,3845300.0,639700.0,Campaign 29,Affiliate,2024-01-08,2024-04-26,2024-11-01,Java,,,,,,2024,11,2024-11,1279400.0,8189100.0,0.8550878941645523,True
